"","YEAR","SERIAL","MONTH","HWTFINL","CPSID","ASECFLAG","HFLAG","ASECWTH","HHINTYPE","CPI99","REGION","STATEFIP","METRO","METAREA","COUNTY","METFIPS","INDIVIDCC","HHINCOME","HOUSRET","PROPTAX","PUBHOUS","RENTSUB","HEATSUB","HEATVAL","FOODSTMP","STAMPNO","STAMPMO","ATELUNCH","LUNCHSUB","FRELUNCH","STAMPVAL","FAMINC","UNITSSTR","PHONE","ASECOVERH","HRHHID","HRHHID2","HSEQ","INTTYPE","PERNUM","WTFINL","CPSIDP","ASECWT","RELATE","AGE","SEX","RACE","EMPSTAT","LABFORCE","CLASSWKR","ABSENT","WKSTAT","EDUC","SCHLCOLL","DIFFANY","FTOTVAL","INCTOT"
"450",2012,75802,3,NA,0,1,NA,155.07,1,0.741,41,56,1,9998,0,99998,0,58697,3757,1750,0,0,1,0,1,0,0,3,1,3,0,740,11,3,1,911563149600966,89001,75806,NA,5,NA,0,169.15,901,13,2,100,0,0,0,0,99,1,0,0,58697,999999999
"451",2012,76275,3,NA,0,1,NA,880.68,1,0.741,41,8,0,9997,0,99998,0,133081,4048,1100,0,0,1,0,1,0,0,0,0,98,0,843,11,3,1,180250078909896,89001,78068,NA,4,NA,0,861.75,301,7,2,100,0,0,0,0,99,1,0,0,133081,999999999
"452",2012,77570,3,NA,20101206681700,1,NA,1635.48,1,0.741,41,8,3,2083,8059,19740,0,268492,2075,2800,0,0,1,0,1,0,0,99,0,99,0,841,11,3,0,500801074034617,88001,77279,NA,1,NA,20101206681701,1635.48,101,37,1,100,36,1,0,1,99,111,0,1,268492,12492
"453",2012,78590,3,NA,20110204376500,1,NA,1140.39,1,0.741,41,35,2,200,35001,10740,0,25000,0,0,1,1,1,0,1,0,0,2,1,2,0,500,12,3,0,730509978592053,88001,78378,NA,4,NA,20110204376504,1345.81,301,6,1,200,0,0,0,0,99,1,0,0,25000,999999999
"454",2012,83733,3,NA,20110106792700,1,NA,1265.16,1,0.741,42,53,3,7601,53033,42660,0,120765,240,3000,0,0,1,0,1,0,0,2,2,0,0,841,11,3,0,263598249300445,88001,83684,NA,1,NA,20110106792701,1265.16,101,49,1,100,10,2,21,0,11,111,0,1,120765,86765
"455",2012,84502,3,NA,0,1,NA,1228.38,1,0.741,42,41,1,9998,0,99998,0,1000,4278,500,0,0,1,0,2,6,12,2,1,2,4800,740,11,3,1,714139008909772,87001,84506,NA,1,NA,0,1228.38,101,41,1,100,21,2,13,1,50,73,0,1,0,0
"456",2012,85635,3,NA,20111205318800,1,NA,1119.99,1,0.741,42,41,3,7080,0,41420,0,132500,17405,23179,0,0,1,0,1,0,0,1,2,0,0,830,11,3,0,57864510996091,88002,85639,NA,2,NA,20111205318802,1119.99,201,30,1,100,10,2,21,0,11,73,0,1,132500,50000
"457",2012,85856,3,NA,20120300839000,1,NA,3344.93,1,0.741,42,6,1,9998,0,99998,0,35000,0,0,1,1,1,0,2,1,12,99,0,99,2400,500,11,3,0,940099459600943,90001,93592,NA,1,NA,20120300839001,3344.93,101,55,1,100,10,2,13,0,41,81,0,1,25000,25000
"458",2012,86247,3,NA,20110100661100,1,NA,3222.23,1,0.741,42,6,3,2840,6019,23420,0,18533,6946,850,0,0,1,0,1,0,0,99,0,99,0,740,11,3,0,97906308016687,88001,86140,NA,1,NA,20110100661101,3222.23,101,80,2,100,36,1,0,1,99,81,0,1,18533,18533
"459",2012,86554,3,NA,20120100768400,1,NA,1255.79,1,0.741,42,6,3,4483,6037,31100,0,18000,0,0,1,1,1,0,1,0,0,1,1,1,0,600,7,3,0,702904560665836,90001,86447,NA,1,NA,20120100768401,1255.79,101,57,1,100,10,2,13,0,22,10,0,1,18000,18000
"460",2012,87377,3,NA,20110200670700,1,NA,3133.83,1,0.741,42,6,3,4483,6037,31100,0,13200,0,0,1,1,2,150,1,0,0,1,1,1,0,740,12,3,0,106896770909001,88001,87270,NA,1,NA,20110200670701,3133.83,101,43,2,100,32,1,0,1,99,73,0,1,13200,13200
"461",2012,87424,3,NA,20110200710400,1,NA,1326.93,1,0.741,42,6,3,4483,6037,31100,0,106800,0,0,1,1,1,0,1,0,0,0,0,98,0,820,11,3,0,407909460376216,88001,87317,NA,4,NA,20110200710403,1262.44,301,11,1,100,0,0,0,0,99,1,0,0,106800,999999999
"462",2012,87716,3,NA,0,1,NA,1580.73,1,0.741,42,6,2,4483,6037,31100,1,5004,0,0,1,1,1,0,2,1,12,4,1,4,2400,210,12,3,1,990167595101488,88001,87609,NA,5,NA,0,1523.49,301,5,1,100,0,0,0,0,99,1,0,0,5004,999999999
"463",2012,88186,3,NA,0,1,NA,1551.04,1,0.741,42,6,2,4483,6037,31100,2,66935,11102,3857,0,0,1,0,1,0,0,99,0,99,0,841,11,3,1,94916604014682,87001,88079,NA,3,NA,0,2670.82,301,43,1,651,34,1,0,1,99,81,0,1,66935,0
"464",2012,88548,3,NA,20111200539700,1,NA,2119.95,1,0.741,42,6,2,4483,6059,31100,3,19300,1817,493,0,0,1,0,1,0,0,2,1,2,0,830,11,3,0,701000340106746,90001,88441,NA,2,NA,20111200539702,2119.95,201,41,1,651,21,2,21,1,50,111,0,1,19300,19300
"465",2012,88817,3,NA,20101205314000,1,NA,1903.38,1,0.741,42,6,2,4483,6059,31100,3,244828,13800,5000,0,0,1,0,1,0,0,1,2,0,0,843,11,3,0,699630915120950,88001,88710,NA,4,NA,20101205314004,2083.43,301,6,2,651,0,0,0,0,99,1,0,0,244828,999999999
"466",2012,88879,3,NA,20110200671200,1,NA,1631.67,1,0.741,42,6,3,4483,6059,31100,0,133032,0,0,1,1,1,0,1,0,0,0,0,98,0,600,6,3,0,107905160885836,88001,88772,NA,2,NA,20110200671202,1631.67,201,53,1,651,21,2,21,1,50,111,0,2,133032,26000
"467",2012,88954,3,NA,20110300751400,1,NA,1280.5,1,0.741,42,6,3,4483,6059,31100,0,91616,17405,8100,0,0,1,0,1,0,0,99,0,99,0,841,11,3,0,669470364030980,88001,88847,NA,2,NA,20110300751402,1280.5,201,43,2,651,10,2,21,0,11,111,0,1,91616,45808
"468",2012,88985,3,NA,0,1,NA,1457.82,1,0.741,42,6,2,4483,6059,31100,5,138325,5749,1344,0,0,1,0,1,0,0,99,0,99,0,841,12,3,1,698835511650920,88001,88878,NA,1,NA,0,1457.82,101,58,2,100,10,2,28,0,11,111,0,1,125125,100100
"469",2012,89207,3,NA,20120200844700,1,NA,1430.72,1,0.741,42,6,4,4700,6039,31460,0,54000,4455,4000,0,0,1,0,1,0,0,99,0,99,0,740,6,3,0,19310360993798,90001,89100,NA,1,NA,20120200844701,1430.72,101,34,1,100,10,2,21,0,11,20,0,1,54000,30000
"470",2012,89327,3,NA,20111200816100,1,NA,3249.56,1,0.741,42,6,3,5170,6099,33700,0,77436,15598,5408,0,0,1,0,1,0,0,99,0,99,0,730,11,3,0,956569910459008,90001,89220,NA,1,NA,20111200816101,3249.56,101,61,2,100,10,2,28,0,11,111,0,2,77436,65368
"471",2012,89577,3,NA,0,1,NA,1423.8,1,0.741,42,6,2,8731,6111,37100,1,164357,11046,3600,0,0,1,0,1,0,0,0,0,98,0,843,11,3,1,96576125010470,88001,89470,NA,3,NA,0,1383.85,301,8,2,100,0,0,0,0,99,1,0,0,164357,999999999
"472",2012,90171,3,NA,20120100679300,1,NA,3327.09,1,0.741,42,6,3,6780,6071,40140,0,59000,0,0,1,1,1,0,1,0,0,99,0,99,0,820,11,3,0,170867096502299,90001,90121,NA,1,NA,20120100679301,3327.09,101,70,2,100,10,2,27,0,11,111,0,1,59000,59000
"473",2012,91507,3,NA,20110300715500,1,NA,2959.69,1,0.741,42,6,3,7321,6073,41740,0,124706,12621,5000,0,0,1,0,1,0,0,99,0,99,0,841,11,3,0,485092809600222,88001,91457,NA,2,NA,20110300715502,2959.69,201,60,1,100,10,2,21,0,11,111,0,1,124706,97639
"474",2012,91687,3,NA,0,1,NA,1902.24,1,0.741,42,6,3,7321,6073,41740,0,85010,17405,6000,0,0,1,0,1,0,0,99,0,99,0,841,7,3,1,65520860010508,89001,91637,NA,1,NA,0,1902.24,101,45,1,100,10,2,28,0,11,81,0,1,85010,85010
"475",2012,91861,3,NA,20120300525200,1,NA,1380.46,1,0.741,42,6,2,7365,6001,41860,4,70017,-1733,3200,0,0,1,0,1,0,0,1,2,0,0,500,11,3,0,689300765540940,90001,91811,NA,1,NA,20120300525201,1380.46,101,61,2,100,36,1,0,1,99,20,0,1,70017,26617
"476",2012,92735,3,NA,0,1,NA,1862.3,1,0.741,42,6,3,7365,6081,41860,0,107220,17405,0,0,0,1,0,1,0,0,1,2,0,0,843,11,3,1,608909880991406,87001,92685,NA,3,NA,0,2231.2,1001,17,2,803,10,2,21,0,41,40,1,1,107220,164
"477",2012,93151,3,NA,0,1,NA,1824.46,1,0.741,42,6,2,7401,0,41940,1,15030,0,0,1,1,2,48,2,5,12,4,1,3,3600,740,11,3,1,560130041905190,89001,93101,NA,5,NA,0,1445.02,301,5,1,651,0,0,0,0,99,1,0,0,15030,999999999
"478",2012,93187,3,NA,0,1,NA,1818.85,1,0.741,42,6,2,7401,0,41940,1,149814,10810,1433,0,0,1,0,1,0,0,1,2,0,0,842,11,3,1,926669550899006,90001,93137,NA,2,NA,0,1818.85,201,55,2,100,10,2,21,0,11,111,0,1,149814,70029
"479",2012,93606,3,NA,0,1,NA,1627.16,1,0.741,42,6,3,8120,6077,44700,0,49500,0,0,1,1,1,0,1,0,0,0,0,98,0,710,11,3,1,211095059600832,89001,93556,NA,4,NA,0,1627.16,1114,31,2,651,10,2,21,0,11,73,0,1,7500,7500
"480",2012,94375,3,NA,20120300159500,1,NA,233.04,1,0.741,42,2,4,9999,0,99998,0,81578,7456,3800,0,0,1,0,1,0,0,0,0,98,0,830,11,3,0,400207936359699,90001,94379,NA,3,NA,20120300159504,260.34,301,13,2,100,0,0,0,0,99,1,0,0,81578,999999999
"481",2012,94599,3,NA,0,1,NA,221.97,1,0.741,42,2,4,9999,0,99998,0,29000,1848,6000,0,0,1,0,1,0,0,0,0,98,0,820,7,3,1,902950900592962,88001,94603,NA,4,NA,0,326.76,301,9,1,100,0,0,0,0,99,1,0,0,29000,999999999
"482",2012,94610,3,NA,0,1,NA,206.89,1,0.741,42,2,4,9999,0,99998,0,152174,5942,5000,0,0,1,0,1,0,0,0,0,98,0,842,11,3,1,360125002206960,87001,94614,NA,2,NA,0,206.89,201,57,2,100,12,2,14,3,13,81,0,1,152174,46174
"483",2012,95063,3,NA,20110200128900,1,NA,332.05,1,0.741,42,2,1,9998,0,99998,0,123101,17405,5000,0,0,1,0,1,0,0,99,0,99,0,842,12,3,0,954052925079250,88001,95067,NA,1,NA,20110200128901,332.05,101,50,2,100,34,1,0,1,99,81,0,1,123101,1309
"484",2013,859,3,NA,0,1,NA,341.57,1,0.726,11,23,1,9998,23011,99998,0,55000,3870,0,0,0,1,0,2,4,6,2,1,2,600,730,11,3,1,420309914524795,89001,889,NA,4,NA,0,375.28,301,10,1,100,0,0,0,0,99,1,0,0,55000,999999999
"485",2013,2219,3,NA,20120204198500,1,NA,492.2,1,0.726,11,33,4,9999,0,99998,0,30520,2764,2190,0,0,1,0,1,0,0,99,0,99,0,500,11,3,0,16143330978293,90001,2321,NA,1,NA,20120204198501,492.2,101,65,2,100,36,1,0,1,99,50,0,1,30520,30520
"486",2013,5291,3,NA,0,1,NA,152.92,1,0.726,11,50,4,1311,0,72400,0,62656,0,0,2,0,1,0,1,0,0,2,1,2,0,430,11,3,1,89950986560985,89001,4867,NA,1,NA,0,152.92,101,41,2,100,32,1,0,1,99,73,5,2,20256,17472
"487",2013,6485,3,NA,0,1,NA,1485.91,1,0.726,11,25,2,1124,0,71650,1,54042,16585,4000,0,0,1,0,1,0,0,1,2,0,0,730,6,3,1,78662150976891,92001,6407,NA,2,NA,0,1811.34,301,15,2,300,34,1,0,1,99,30,0,1,54042,0
"488",2013,7744,3,NA,20130305659100,1,NA,427.49,1,0.726,11,44,2,6483,0,77200,0,38192,5094,2700,0,0,1,0,1,0,0,99,0,99,0,842,11,3,0,475985905096463,91002,7744,NA,1,NA,20130305659101,427.49,101,45,1,100,10,2,21,0,11,123,5,1,38192,38192
"489",2013,7976,3,NA,20130205647300,1,NA,493.87,1,0.726,11,44,2,6483,0,77200,1,52360,0,0,1,1,1,0,1,0,0,99,0,99,0,841,6,3,0,244140017906098,91001,7976,NA,2,NA,20130205647302,493.87,201,59,1,100,10,2,21,0,11,111,0,1,52360,35200
"490",2013,9058,3,NA,0,1,NA,874.55,1,0.726,11,9,3,1161,0,71950,0,106326,0,0,1,1,1,0,1,0,0,1,2,0,0,841,11,3,1,350599077702959,89001,8953,NA,7,NA,0,771.17,1001,56,1,200,34,1,0,1,99,123,0,2,54766,21987
"491",2013,9161,3,NA,0,1,NA,881.85,1,0.726,11,9,2,1161,0,71950,1,515084,0,0,1,1,1,0,1,0,0,0,0,98,0,841,11,3,1,759409550479007,90001,9070,NA,2,NA,0,881.85,201,58,1,200,10,2,21,0,11,73,0,1,515084,110084
"492",2013,11777,3,NA,0,1,NA,1646.21,1,0.726,12,36,2,5606,36005,35620,0,57328,0,0,1,1,1,0,1,0,0,99,0,99,0,740,11,3,1,150168509931300,91001,11664,NA,1,NA,0,1646.21,101,46,2,100,10,2,21,0,11,81,5,1,57328,49000
"493",2013,13007,3,NA,20130204573600,1,NA,2119.03,1,0.726,12,36,2,5606,36061,35620,0,30675,0,0,2,0,2,1,1,0,0,3,1,3,0,720,12,3,0,663987017900897,91001,12894,NA,2,NA,20130204573604,2098.03,301,16,2,200,10,2,21,0,22,30,5,1,30675,9675
"494",2013,14156,3,NA,20111204612200,1,NA,1901.25,1,0.726,12,36,3,5606,36119,35620,0,195900,-4343,7000,0,0,1,0,1,0,0,99,0,99,0,843,11,3,0,130609900890482,90001,14043,NA,2,NA,20111204612202,1901.25,201,33,1,100,10,2,21,0,11,123,5,1,195900,125400
"495",2013,14362,3,NA,20121204774700,1,NA,3653.9,1,0.726,12,36,4,6461,36027,39100,0,44740,4541,1470,0,0,1,0,1,0,0,99,0,99,0,841,11,3,0,966889850749300,91001,14338,NA,2,NA,20121204774702,3653.9,201,68,2,100,36,1,28,1,99,73,0,1,44740,30030
"496",2013,14461,3,NA,0,1,NA,4446.64,1,0.726,12,36,4,6461,36071,39100,0,75000,13426,7000,0,0,1,0,1,0,0,1,1,1,0,830,11,3,1,908909543995856,89001,14437,NA,3,NA,0,2825.02,301,7,2,200,0,0,0,0,99,1,0,0,75000,999999999
"497",2013,14677,3,NA,20130304717200,1,NA,1735.44,1,0.726,12,36,3,6840,36069,40380,0,34004,2567,9500,0,0,1,0,1,0,0,0,0,98,0,710,11,3,0,946046847389220,91001,14653,NA,1,NA,20130304717201,1735.44,101,44,1,200,10,2,21,0,11,60,5,1,34004,34003
"498",2013,14871,3,NA,0,1,NA,1718.89,1,0.726,12,36,4,8680,0,46540,0,80404,3554,1929,0,0,1,0,1,0,0,1,2,0,0,841,11,3,1,600962094431929,92001,14872,NA,1,NA,0,1718.89,101,33,1,100,10,2,21,0,11,91,5,1,80404,45202
"499",2013,14919,3,NA,20130204372700,1,NA,3296.37,1,0.726,12,34,3,240,34041,10900,0,197700,9398,3200,0,0,1,0,1,0,0,99,0,99,0,842,11,3,0,904019570569306,91001,14920,NA,3,NA,20130204372703,3358.65,301,31,2,100,10,2,21,0,11,111,4,1,197700,52000
"500",2013,14928,3,NA,0,1,NA,2155.94,1,0.726,12,34,3,240,34041,10900,0,210197,17405,8000,0,0,1,0,1,0,0,99,0,99,0,820,11,3,1,708905803999524,89001,14929,NA,2,NA,0,2352.21,301,54,2,200,32,1,0,1,99,111,5,2,210197,20099
"501",2013,15829,3,NA,20120104317600,1,NA,3153.04,1,0.726,12,34,3,5606,34027,35620,0,340639,9189,10000,0,0,1,0,1,0,0,99,0,99,0,843,11,3,0,510848090632609,90001,15830,NA,4,NA,20120104317603,3295.78,301,26,2,100,10,2,21,0,11,111,5,1,340639,55586
"502",2013,16070,3,NA,0,1,NA,2044.15,1,0.726,12,34,3,5606,34029,35620,0,69633,0,0,1,1,1,0,1,0,0,3,2,0,0,710,11,3,1,921024994359200,90001,16071,NA,5,NA,0,2349.26,301,18,1,200,34,1,0,1,99,50,1,2,69633,0
"503",2013,16237,3,NA,0,1,NA,1842.05,1,0.726,12,34,3,5606,34035,35620,0,88150,0,0,1,1,1,0,1,0,0,2,2,0,0,841,11,3,1,208909963995174,89001,16238,NA,1,NA,0,1842.05,101,45,2,100,10,2,21,0,11,111,5,1,88150,88150
"504",2013,22383,3,NA,0,1,NA,1741.54,1,0.726,21,18,1,9998,0,99998,0,87164,1816,719,0,0,1,0,1,0,0,5,2,0,0,830,11,3,1,197902707027839,89001,23230,NA,8,NA,0,2009.98,1260,17,2,100,34,1,0,1,99,60,1,1,0,0
"505",2013,22765,3,NA,20130302347600,1,NA,1716.49,1,0.726,21,18,3,1605,18089,16980,0,95816,9872,8400,0,0,1,0,1,0,0,2,2,0,0,841,11,3,0,889350045960981,91001,22441,NA,1,NA,20130302347601,1716.49,101,45,2,100,34,1,0,1,99,111,5,1,95816,375
"506",2013,23293,3,NA,20130302327000,1,NA,1716.49,1,0.726,21,18,3,3480,0,26900,0,192824,4541,2400,0,0,1,0,1,0,0,0,0,98,0,843,11,3,0,75171880959895,91001,22981,NA,1,NA,20130302327001,1716.49,101,48,1,100,10,2,21,0,11,125,5,1,192824,140162
"507",2013,23608,3,NA,20120302245800,1,NA,2935.76,1,0.726,21,17,1,9998,0,99998,0,40326,6516,2084,0,0,1,0,1,0,0,99,0,99,0,500,11,3,0,195944805093789,90001,23610,NA,1,NA,20120302245801,2935.76,101,61,1,100,36,1,0,1,99,73,0,1,40326,25200
"508",2013,24019,3,NA,0,1,NA,1692.6,1,0.726,21,17,4,1401,0,16580,0,30057,0,0,2,0,1,0,1,0,0,1,2,0,0,430,6,3,1,371600028909690,89001,23803,NA,2,NA,0,1591.02,301,12,1,100,0,0,0,0,99,1,0,0,30057,999999999
"509",2013,24933,3,NA,0,1,NA,1716.02,1,0.726,21,17,2,1605,0,16980,1,86559,0,0,1,1,1,0,1,0,0,1,1,1,0,710,6,3,1,350177598815889,89001,24717,NA,5,NA,0,1407.21,301,18,2,100,34,1,0,1,99,81,3,1,86559,2000
"510",2013,25481,3,NA,20120102149400,1,NA,1645.62,1,0.726,21,17,3,1605,0,16980,0,86300,5923,2900,0,0,1,0,1,0,0,5,2,0,0,830,11,3,0,2111270980698,90001,25265,NA,3,NA,20120102149406,1717.87,301,16,1,100,34,1,0,1,99,81,3,1,86300,16300
"511",2013,28494,3,NA,20130203423900,1,NA,1020.41,1,0.726,21,26,4,5321,26121,34740,0,140302,4739,1000,0,0,1,0,1,0,0,2,2,0,0,842,11,3,0,62800027908997,91001,28443,NA,2,NA,20130203423902,1020.41,201,45,1,100,10,2,21,0,11,73,5,1,140302,74000
"512",2013,29795,3,NA,20130107014800,1,NA,986.91,1,0.726,21,55,2,5081,0,33340,1,20000,0,0,1,1,1,0,1,0,0,0,0,98,0,720,11,3,0,875879020659501,90002,29573,NA,2,NA,20130107014802,1103.42,1260,23,2,100,34,1,0,1,99,73,3,1,0,0
"513",2013,30465,3,NA,20130303581500,1,NA,822.39,1,0.726,22,27,1,9998,0,99998,0,77450,2369,2200,0,0,1,0,1,0,0,2,2,0,0,830,11,3,0,817049480966202,91001,30467,NA,3,NA,20130303581504,920.51,301,16,2,100,34,1,0,1,99,50,1,1,77450,450
"514",2013,31402,3,NA,20121203488000,1,NA,1734.78,1,0.726,22,27,3,5121,27037,33460,0,21000,0,0,1,1,1,0,1,0,0,99,0,99,0,710,11,3,0,170970078025289,91001,31209,NA,1,NA,20121203488001,1734.78,101,49,1,100,10,2,21,0,11,81,5,1,21000,21000
"515",2013,31708,3,NA,20121203471700,1,NA,1649.95,1,0.726,22,27,2,5121,0,33460,1,206000,0,0,1,1,1,0,1,0,0,99,0,99,0,843,11,3,0,947309750849205,91001,31515,NA,2,NA,20121203471704,1856.17,1241,41,1,100,10,2,13,0,11,73,5,1,48000,48000
"516",2013,32441,3,NA,20130103488400,1,NA,1604,1,0.726,22,27,3,5121,0,33460,0,188340,3988,2450,0,0,1,0,1,0,0,2,2,0,0,842,11,3,0,201036208142781,91001,32248,NA,2,NA,20130103488402,1604,201,51,1,100,10,2,21,0,12,81,5,1,188340,140400
"517",2013,33438,3,NA,20121202527900,1,NA,607.94,1,0.726,22,19,4,1360,19113,16300,0,51010,4836,391,0,0,1,0,1,0,0,99,0,99,0,720,11,3,0,969749150717104,91001,33042,NA,2,NA,20121202527902,607.94,201,27,1,100,1,0,26,0,99,111,0,0,51010,50505
"518",2013,34227,3,NA,20120203744300,1,NA,1185.3,1,0.726,22,29,1,9998,0,99998,0,12899,2567,669,0,0,1,0,2,2,12,1,1,1,1308,470,11,3,0,103604512942379,90001,34229,NA,1,NA,20120203744301,1185.3,101,33,2,100,32,1,0,1,99,111,5,2,12899,12899
"519",2013,35631,3,NA,20121203755400,1,NA,1590.48,1,0.726,22,29,3,7920,0,44180,0,28600,5528,2098,0,0,1,0,1,0,0,0,0,98,0,740,11,3,0,989449150189205,91001,35633,NA,3,NA,20121203755405,1083.84,301,5,1,100,0,0,0,0,99,1,0,0,28600,999999999
"520",2013,36165,3,NA,20130304948400,1,NA,367.42,1,0.726,22,38,1,9998,0,99998,0,63028,4739,2200,0,0,1,0,1,0,0,99,0,99,0,740,11,3,0,208901293994448,91001,36167,NA,1,NA,20130304948401,367.42,101,55,2,100,12,2,21,3,13,73,0,1,63028,23014
"521",2013,37426,3,NA,20120205893700,1,NA,347.77,1,0.726,22,46,1,9998,0,99998,0,26000,1974,1200,0,0,1,0,1,0,0,2,1,2,0,841,11,3,0,916299230769403,90001,37428,NA,3,NA,20120205893704,247.07,301,11,2,100,0,0,0,0,99,1,0,0,26000,999999999
"522",2013,37486,3,NA,20111205871000,1,NA,392.96,1,0.726,22,46,1,9998,0,99998,0,99842,2962,1200,0,0,1,0,1,0,0,99,0,99,0,843,11,3,0,610280695680014,90001,37488,NA,2,NA,20111205871002,392.96,201,62,2,100,10,2,21,0,41,91,0,1,99842,39921
"523",2013,37596,3,NA,20130305962500,1,NA,182.24,1,0.726,22,46,4,9999,0,99998,0,80450,0,0,1,1,1,0,1,0,0,0,0,98,0,841,11,3,0,499998905038649,91001,37598,NA,1,NA,20130305962501,182.24,101,28,1,100,10,2,21,0,11,125,5,1,80450,80250
"524",2013,39101,3,NA,0,1,NA,533.07,1,0.726,22,31,4,9999,0,99998,0,120820,0,0,1,1,1,0,1,0,0,99,0,99,0,841,11,3,1,199410164990713,92001,39103,NA,2,NA,0,533.07,201,45,1,100,10,2,21,0,11,91,5,1,120820,50000
"525",2013,42094,3,NA,20130201275100,1,NA,265.41,1,0.726,31,10,4,6161,10003,37980,0,1200,0,0,1,2,1,0,2,2,5,99,0,99,1600,100,12,3,0,194993901030061,90002,41665,NA,1,NA,20130201275101,265.41,101,80,1,651,36,1,0,1,99,81,0,1,1200,1200
"526",2013,42199,3,NA,20120301293200,1,NA,435.81,1,0.726,31,10,4,6161,10003,37980,0,56228,5923,3273,0,0,1,0,1,0,0,99,0,99,0,730,11,3,0,640600094314149,90001,41770,NA,1,NA,20120301293201,435.81,101,85,2,100,36,1,0,1,99,73,0,2,56228,27909
"527",2013,44342,3,NA,20121203072300,1,NA,971.73,1,0.726,31,24,3,8840,0,47900,0,78023,0,0,1,1,1,0,1,0,0,3,2,0,0,841,11,3,0,479910972170952,91001,44344,NA,2,NA,20121203072302,971.73,201,43,2,100,10,2,21,0,11,81,5,1,78023,24002
"528",2013,44595,3,NA,20130103039100,1,NA,1420.11,1,0.726,31,24,3,8840,0,47900,0,138015,1185,4800,0,0,1,0,1,0,0,99,0,99,0,842,11,3,0,190543076326739,91001,44597,NA,2,NA,20130103039102,1515.99,701,52,1,100,34,1,0,1,99,123,5,2,138015,3000
"529",2013,44740,3,NA,0,1,NA,978.68,1,0.726,31,24,3,8840,0,47900,0,128238,11452,3383,0,0,1,0,1,0,0,0,0,98,0,842,11,3,1,844839840457206,89001,44742,NA,3,NA,0,1221.43,301,17,1,100,34,1,0,1,99,50,1,1,128238,0
"530",2013,45039,3,NA,0,1,NA,964.03,1,0.726,31,24,3,8840,24033,47900,0,62001,17405,2050,0,0,1,0,1,0,0,0,0,98,0,720,11,3,1,469505669110772,89001,45041,NA,1,NA,0,964.03,101,33,2,100,10,2,21,0,11,91,5,1,62001,20001
"531",2013,48193,3,NA,20120406630900,1,NA,2515.22,1,0.726,31,51,2,5721,51810,47260,1,148000,9477,1832,0,0,1,0,1,0,0,99,0,99,0,843,11,3,0,590994309028159,90002,48127,NA,1,NA,20120406630901,2515.22,101,29,2,100,10,2,28,0,11,111,5,1,75000,45000
"532",2013,48409,3,NA,20120306675300,1,NA,2421.85,1,0.726,31,51,3,8840,51059,47900,0,67680,10859,2808,0,0,1,0,1,0,0,99,0,99,0,830,11,3,0,450107974034697,90001,48343,NA,1,NA,20120306675301,2421.85,101,69,2,100,36,1,0,1,99,111,0,1,67680,67680
"533",2013,49226,3,NA,20111206904200,1,NA,674.41,1,0.726,31,54,1,9998,0,99998,0,56075,10859,1000,0,0,1,0,1,0,0,99,0,99,0,720,11,3,0,370940098451029,90001,49228,NA,2,NA,20111206904202,674.41,201,61,2,200,10,2,21,0,41,81,0,1,56075,34896
"534",2013,50504,3,NA,20130104872100,1,NA,1731.79,1,0.726,31,37,1,9998,0,99998,0,26500,553,325,0,0,1,0,1,0,0,99,0,99,0,300,1,3,0,306607403991227,91001,51675,NA,2,NA,20130104872103,2010.97,701,51,2,200,21,2,21,1,50,73,5,1,26500,10000
"535",2013,51812,3,NA,20130204798100,1,NA,1533.48,1,0.726,31,37,2,6642,37183,39580,0,100002,17405,8370,0,0,1,0,1,0,0,0,0,98,0,841,11,3,0,197690570330308,91001,51581,NA,2,NA,20130204798102,1533.48,201,44,2,651,34,1,0,1,99,111,5,1,100002,0
"536",2013,52960,3,NA,20130205781300,1,NA,2716.09,1,0.726,31,45,3,1760,45079,17900,0,79490,0,0,1,1,1,0,1,0,0,99,0,99,0,841,5,3,0,340500054893412,90002,52617,NA,1,NA,20130205781301,2716.09,101,26,1,100,10,2,27,0,11,123,5,1,32700,32700
"537",2013,53356,3,NA,20121205839100,1,NA,3139.24,1,0.726,31,45,4,3163,45083,43900,0,21144,395,1000,0,0,1,0,1,0,0,99,0,99,0,100,11,3,0,599700892770954,91001,53358,NA,1,NA,20121205839101,3139.24,101,26,1,100,36,1,0,1,99,81,4,1,21144,21144
"538",2013,54183,3,NA,20130201839600,1,NA,2927.25,1,0.726,31,13,3,521,0,12060,0,362343,474,1300,0,0,1,0,1,0,0,99,0,99,0,842,11,3,0,700938095917769,91001,53888,NA,1,NA,20130201839601,2927.25,101,53,1,100,10,2,21,0,11,111,5,1,362343,111343
"539",2013,55014,3,NA,0,1,NA,1718.12,1,0.726,31,13,3,521,0,12060,0,65000,158,2000,0,0,1,0,1,0,0,2,2,0,0,820,11,3,1,740131000912400,89001,54719,NA,1,NA,0,1718.12,101,33,2,100,10,2,25,0,22,81,5,1,65000,30000
"540",2013,55335,3,NA,0,1,NA,1445.66,1,0.726,31,13,3,7520,0,42340,0,111550,829,1200,0,0,1,0,1,0,0,2,2,0,0,843,11,3,1,22241530019001,90001,55290,NA,2,NA,0,1445.66,201,30,2,100,10,2,21,0,11,92,5,1,111550,68016
