prodvec,modelvec,newmodv,model_year,id,firmid,market,hpwt,space,air,mpd,price,mpg,quantity,share,share_out,japan,euro
CRCORD,CRCORD,CRCORD75,75,755,16,6,0.423729,1.684800,0.0000,1.060847,9.476274,1.100000,175.456,0.002366,0.875310,0,0
CRNEWP,CRNEWP,CRNEWP72,72,756,16,6,0.389755,1.824000,0.0000,1.253729,8.775044,1.300000,102.353,0.001380,0.875310,0,0
DGCOLT,DGCOLT,DGCOLT72,72,758,16,6,0.379863,1.100800,0.0000,2.314576,5.871705,2.400000,48.542,0.000655,0.875310,0,0
DGDART,DGDART,DGDART72,72,770,16,6,0.325733,1.428000,0.0000,1.832373,5.790861,1.900000,60.946,0.000822,0.875310,0,0
DGASPE,DGASPE,DGASPE76,76,772,16,6,0.313480,1.474600,0.0000,1.735932,5.924429,1.800000,232.742,0.003139,0.875310,0,0
DGCORN,DGCORN,DGCORN75,75,775,16,6,0.275862,1.708200,0.0000,1.735932,6.625659,1.800000,49.299,0.000665,0.875310,0,0
DGCHAR,DGCHAR,DGCHAR76,76,778,16,6,0.278164,1.669200,0.0000,1.735932,6.565905,1.800000,53.77,0.000725,0.875310,0,0
DGMONA,DGMONA,DGMONA76,76,780,16,6,0.360577,1.808000,0.0000,1.253729,7.711775,1.300000,38.937,0.000525,0.875310,0,0
FDPINT,FDPINT,FDPINT76,76,782,18,6,0.375510,1.183000,0.0000,2.314576,5.087873,2.400000,229.536,0.003096,0.875310,0,0
FDMAVE,FDMAVE,FDMAVE72,72,785,18,6,0.281935,1.377400,0.0000,2.121695,5.604569,2.200000,118.907,0.001604,0.875310,0,0
FDTORI,FDTORI,FDTORI75,75,787,18,6,0.379217,1.752000,0.0000,1.253729,7.391916,1.300000,191.464,0.002582,0.875310,0,0
FDMUST,FDMUST,FDMUST74,74,789,18,6,0.343540,1.242500,0.0000,2.314576,6.195079,2.400000,167.201,0.002255,0.875310,0,0
FDGRNA,FDGRNA,FDGRNA75,75,791,18,6,0.255682,1.425600,0.0000,2.121695,6.674868,2.200000,387.423,0.005225,0.875310,0,0
FDELIT,FDELIT,FDELIT75,75,793,18,6,0.364596,1.714300,0.0000,1.253729,8.574692,1.300000,111.391,0.001502,0.875310,0,0
FDLTD,FDLTD,FDLTD72,72,795,18,6,0.353242,1.792000,0.0000,1.253729,8.351494,1.300000,376.003,0.005071,0.875310,0,0
FDTHNB,FDTHNB,FDTHNB72,72,797,18,6,0.420133,1.808000,1.0000,1.157288,13.690685,1.200000,100.658,0.001358,0.875310,0,0
LCCONT,LCCONT,LCCONT76,76,798,18,6,0.397403,1.887300,1.0000,1.157288,16.332162,1.200000,63.781,0.000860,0.875310,0,0
LCMARK,LCMARK,LCMARK72,72,799,18,6,0.399921,1.832000,1.0000,1.157288,19.437610,1.200000,58.222,0.000785,0.875310,0,0
MCBOBC,MCBOBC,MCBOBC76,76,800,18,6,0.362919,1.183000,0.0000,2.314576,5.866432,2.400000,36.365,0.000490,0.875310,0,0
MCMONA,MCMONA,MCMONA75,75,803,18,6,0.256005,1.485000,0.0000,2.121695,6.790861,2.200000,122.057,0.001646,0.875310,0,0
MCCOME,MCCOME,MCCOME75,75,806,18,6,0.281739,1.398700,0.0000,2.121695,5.818981,2.200000,27.265,0.000368,0.875310,0,0
MCCOUG,MCCOUG,MCCOUG75,75,808,18,6,0.364683,1.706400,0.0000,1.253729,9.007030,1.300000,127.913,0.001725,0.875310,0,0
MCMARQ,MCMARQ,MCMARQ73,73,809,18,6,0.403587,1.832000,0.0000,1.253729,8.898067,1.300000,105.149,0.001418,0.875310,0,0
ODSTRF,ODSTRF,ODSTRF75,75,810,19,6,0.367518,1.188000,0.0000,1.735932,6.822496,1.800000,27.501,0.000371,0.875310,0,0
ODOMEG,ODOMEG,ODOMEG73,73,811,19,6,0.328536,1.460000,0.0000,1.639492,6.175747,1.700000,56.324,0.000760,0.875310,0,0
ODCUTL,ODCUTL,ODCUTL75,75,813,19,6,0.284553,1.663200,0.0000,1.639492,7.087873,1.700000,514.593,0.006941,0.875310,0,0
ODDELT,ODDELT,ODDELT74,74,816,19,6,0.397289,1.816000,0.0000,1.350169,8.643234,1.400000,170.857,0.002304,0.875310,0,0
OD98,OD98,OD9875,75,818,19,6,0.410101,1.864000,0.0000,1.253729,11.281195,1.300000,107.147,0.001445,0.875310,0,0
ODTORN,ODTORN,ODTORN75,75,819,19,6,0.458032,1.824000,0.0000,1.157288,12.110721,1.200000,24.189,0.000326,0.875310,0,0
PLARRO,PLARRO,PLARRO76,76,820,16,6,0.393365,1.068800,0.0000,2.411017,5.579965,2.500000,48.951,0.000660,0.875310,0,0
PLVALA,PLVALA,PLVALA72,72,822,16,6,0.327869,1.420000,0.0000,1.832373,5.757469,1.900000,74.924,0.001011,0.875310,0,0
PLVOLA,PLVOLA,PLVOLA76,76,825,16,6,0.313480,1.474600,0.0000,1.735932,5.903339,1.800000,311.259,0.004198,0.875310,0,0
PLFURY,PLFURY,PLFURY75,75,828,16,6,0.275862,1.708200,0.0000,1.735932,6.560633,1.800000,97.063,0.001309,0.875310,0,0
PLGRNF,PLGRNF,PLGRNF76,76,831,16,6,0.362319,1.784000,0.0000,1.253729,7.643234,1.300000,48.951,0.000660,0.875310,0,0
PTASTR,PTASTR,PTASTR76,76,832,19,6,0.287003,1.174800,0.0000,2.025254,5.384886,2.100000,41.148,0.000555,0.875310,0,0
PTSUNB,PTSUNB,PTSUNB76,76,833,19,6,0.263852,1.161600,0.0000,2.025254,6.029877,2.100000,50.07,0.000675,0.875310,0,0
PTVNTU,PTVNTU,PTVNTU72,72,835,19,6,0.336289,1.460000,0.0000,1.639492,5.906854,1.700000,61.396,0.000828,0.875310,0,0
PTLEMA,PTLEMA,PTLEMA72,72,837,19,6,0.292553,1.653600,0.0000,1.639492,6.701230,1.700000,89.178,0.001203,0.875310,0,0
PTFIRB,PTFIRB,PTFIRB72,72,840,19,6,0.325155,1.430800,0.0000,1.639492,6.864675,1.700000,108.348,0.001461,0.875310,0,0
PTGRNP,PTGRNP,PTGRNP76,76,845,19,6,0.395257,1.661400,0.0000,1.350169,8.432337,1.400000,251.952,0.003398,0.875310,0,0
ARALFT,ARALFT,ARALFT76,76,1669,20,6,0.449814,1.108800,0.0000,1.832373,12.891037,1.900000,5.327,0.000072,0.875310,0,1
AD100L,AD100L,AD100L75,75,1670,7,6,0.363493,1.297200,0.0000,1.928814,12.478032,2.000000,11.553,0.000156,0.875310,0,1
ADFOX,ADFOX,ADFOX75,75,1671,7,6,0.380673,1.089900,0.0000,2.314576,9.226714,2.400000,21.763,0.000294,0.875310,0,1
BW2002,BW2002,BW200275,75,1672,8,6,0.402854,1.108800,0.0000,1.735932,11.546573,1.800000,16.123,0.000217,0.875310,0,1
BW530I,BW530I,BW530I75,75,1673,8,6,0.551724,1.273000,1.0000,1.446610,18.611599,1.500000,6.606,0.000089,0.875310,0,1
CPSPCP,CPSPCP,CPSPCP76,76,1674,25,6,0.342220,1.172500,0.0000,1.735932,7.235501,1.800000,29.904,0.000403,0.875310,0,1
DTHLB2,DTHLB2,DTHLB275,75,1675,2,6,0.409836,0.994300,0.0000,2.796780,5.701230,2.900000,147.643,0.001991,0.875310,1,0
DTHL61,DTHL61,DTHL6176,76,1677,2,6,0.459290,1.096200,0.0000,2.218136,7.485062,2.300000,13.912,0.000188,0.875310,1,0
DTJHL7,DTJHL7,DTJHL774,74,1678,2,6,0.400689,1.083600,0.0000,2.218136,6.676626,2.300000,35.327,0.000476,0.875310,1,0
FT128,FT128,FT12876,76,1679,17,6,0.321244,0.979600,0.0000,1.928814,5.940246,2.000000,20.596,0.000278,0.875310,0,1
FT124S,FT124S,FT124S76,76,1681,17,6,0.394495,1.030400,0.0000,1.735932,10.121265,1.800000,11.721,0.000158,0.875310,0,1
FT131,FT131,FT13175,75,1682,17,6,0.362105,1.118000,0.0000,1.735932,7.787346,1.800000,18.576,0.000251,0.875310,0,1
HDCIVI,HDCIVI,HDCIVI76,76,1685,3,6,0.322981,0.888000,0.0000,2.700339,4.796134,2.800000,132.286,0.001784,0.875310,1,0
HDACCO,HDACCO,HDACCO76,76,1686,3,6,0.341194,1.043200,0.0000,3.664746,7.021090,3.800000,18.643,0.000251,0.875310,1,0
MZ1600,MZ1600,MZ160076,76,1688,4,6,0.292237,1.045800,0.0000,2.025254,5.615114,2.100000,6.34,0.000086,0.875310,1,0
MZRTYE,MZRTYE,MZRTYE76,76,1689,4,6,0.397112,1.115100,0.0000,1.735932,8.602812,1.800000,10.137,0.000137,0.875310,1,0
MB230,MB230,MB23075,75,1690,9,6,0.383740,1.337000,0.0000,1.639492,19.093146,1.700000,1.248,0.000017,0.875310,0,1
MB240D,MB240D,MB240D74,74,1691,9,6,0.201626,1.337000,0.0000,2.218136,19.319859,2.300000,7.359,0.000099,0.875310,0,1
MB300D,MB300D,MB300D75,75,1692,9,6,0.227474,1.372000,1.0000,2.121695,24.704745,2.200000,9.544,0.000129,0.875310,0,1
MB280,MB280,MB28073,73,1693,9,6,0.381791,1.295000,1.0000,1.350169,25.124780,1.400000,2.745,0.000037,0.875310,0,1
MB450S,MB450S,MB450S74,74,1694,9,6,0.456274,1.554000,1.0000,1.060847,36.360281,1.100000,1.693,0.000023,0.875310,0,1
OP77,OP77,OP7776,76,1695,26,6,0.363901,1.020600,0.0000,2.121695,5.768014,2.200000,10.483,0.000141,0.875310,0,1
PG504,PG504,PG50476,76,1697,14,6,0.214592,1.201200,0.0000,2.603898,14.094903,2.700000,9.455,0.000128,0.875310,0,1
PSRDST,PSRDST,PSRDST76,76,1698,12,6,0.395294,1.053000,0.0000,1.928814,12.741652,2.000000,3.181,0.000043,0.875310,0,1
PS911S,PS911S,PS911S74,74,1699,12,6,0.678186,1.081600,0.0000,1.735932,24.332162,1.800000,4.3,0.000058,0.875310,0,1
RNRIZT,RNRIZT,RNRIZT76,76,1700,24,6,0.342694,1.131000,0.0000,2.218136,6.852373,2.300000,1.92,0.000026,0.875310,0,1
SA99GL,SA99GL,SA99GL76,76,1701,11,6,0.411765,1.159100,0.0000,2.025254,11.420035,2.100000,7.671,0.000103,0.875310,0,1
SBDL,SBDL,SBDL74,74,1702,5,6,0.285714,0.954000,0.0000,2.796780,5.885764,2.900000,48.928,0.000660,0.875310,1,0
TYCORO,TYCORO,TYCORO76,76,1704,1,6,0.330396,1.006500,0.0000,2.314576,5.778559,2.400000,187.321,0.002527,0.875310,1,0
TYCORO,TYCORO,TYCORO76,76,1705,1,6,0.359848,1.107200,0.0000,1.928814,7.080844,2.000000,38.637,0.000521,0.875310,1,0
TYCELI,TYCELI,TYCELI71,71,1706,1,6,0.373281,1.113600,0.0000,1.928814,7.284710,2.000000,100.438,0.001355,0.875310,1,0
TYMARK,TYMARK,TYMARK76,76,1707,1,6,0.379613,1.189500,0.0000,1.446610,10.165202,1.500000,5.064,0.000068,0.875310,1,0
VWBEET,VWBEET,VWBEET74,74,1708,7,6,0.267442,0.976000,0.0000,2.121695,6.149385,2.200000,27.009,0.000364,0.875310,0,1
VWDASH,VWDASH,VWDASH74,74,1709,7,6,0.357143,1.107200,0.0000,2.314576,9.270650,2.400000,27.715,0.000374,0.875310,0,1
VWRABB,VWRABB,VWRABB75,75,1710,7,6,0.379274,0.998400,0.0000,2.796780,7.091388,2.900000,112.056,0.001511,0.875310,0,1
VWSCIR,VWSCIR,VWSCIR76,76,1711,7,6,0.366546,0.998400,0.0000,2.796780,8.778559,2.900000,15.426,0.000208,0.875310,0,1
VV244,VV244,VV24475,75,1712,6,6,0.336964,1.293100,0.0000,1.639492,11.590510,1.700000,9.575,0.000129,0.875310,0,1
VV264,VV264,VV26476,76,1713,6,6,0.391332,1.293100,0.0000,1.446610,14.850615,1.500000,7.272,0.000098,0.875310,0,1
AMGREM,AMGREM,AMGREM77,77,855,15,7,0.312012,1.185700,0.0000,1.979160,5.359736,2.100000,38.071,0.000501,0.877889,0,0
AMHORN,AMHORN,AMHORN76,76,857,15,7,0.289951,1.320600,0.0000,1.696423,5.691419,1.800000,78.332,0.001030,0.877889,0,0
AMPACE,AMPACE,AMPACE75,75,859,15,7,0.278834,1.309000,0.0000,1.696423,6.021452,1.800000,45.226,0.000595,0.877889,0,0
AMMATA,AMMATA,AMMATA72,72,860,15,7,0.263938,1.684800,0.0000,1.413686,7.506601,1.500000,22.325,0.000294,0.877889,0,0
BKSKYH,BKSKYH,BKSKYH75,75,862,19,7,0.374332,1.188000,0.0000,1.696423,6.569307,1.800000,24.872,0.000327,0.877889,0,0
BKSKYL,BKSKYL,BKSKYL75,75,863,19,7,0.318568,1.467300,0.0000,1.507932,6.311881,1.600000,97.196,0.001278,0.877889,0,0
BKCENT,BKCENT,BKCENT75,75,865,19,7,0.284399,1.690600,0.0000,1.507932,7.201320,1.600000,279.657,0.003678,0.877889,0,0
BKLSAB,BKLSAB,BKLSAB76,76,870,19,7,0.299658,1.686300,0.0000,1.602177,8.404290,1.700000,187.519,0.002466,0.877889,0,0
BKELCT,BKELCT,BKELCT77,77,873,19,7,0.406397,1.739400,0.0000,1.319440,11.330033,1.400000,136.341,0.001793,0.877889,0,0
BKRIVE,BKRIVE,BKRIVE77,77,874,19,7,0.409619,1.708200,0.0000,1.413686,12.141914,1.500000,20.809,0.000274,0.877889,0,0
CDSEVI,CDSEVI,CDSEVI76,76,875,19,7,0.429389,1.468800,1.0000,1.319440,22.044554,1.400000,44.667,0.000587,0.877889,0,0
CDELDR,CDELDR,CDELDR75,75,877,19,7,0.363269,1.800000,1.0000,1.036703,18.460396,1.100000,46.348,0.000610,0.877889,0,0
CVCHEV,CVCHEV,CVCHEV76,76,879,19,7,0.300316,0.985800,0.0000,2.638880,4.948845,2.800000,196.218,0.002581,0.877889,0,0
CVVEGA,CVVEGA,CVVEGA77,77,880,19,7,0.341602,1.161600,0.0000,2.261897,5.361386,2.400000,73.813,0.000971,0.877889,0,0
CVNOVA,CVNOVA,CVNOVA76,76,881,19,7,0.346566,1.438100,0.0000,1.790669,5.828383,1.900000,312.135,0.004105,0.877889,0,0
CVMONZ,CVMONZ,CVMONZ77,77,883,19,7,0.325581,1.188000,0.0000,2.261897,5.874587,2.400000,83.413,0.001097,0.877889,0,0
CVMALI,CVMALI,CVMALI77,77,885,19,7,0.303197,1.617000,0.0000,1.696423,6.493399,1.800000,296.193,0.003896,0.877889,0,0
CVCAMA,CVCAMA,CVCAMA75,75,888,19,7,0.326506,1.470000,0.0000,1.696423,6.787129,1.800000,208.511,0.002742,0.877889,0,0
CVMNTC,CVMNTC,CVMNTC73,73,890,19,7,0.376428,1.669200,0.0000,1.507932,8.198020,1.600000,370.825,0.004877,0.877889,0,0
CVCORV,CVCORV,CVCORV75,75,896,19,7,0.522042,1.283400,0.0000,1.319440,14.270627,1.400000,42.571,0.000560,0.877889,0,0
CRLEBA,CRLEBA,CRLEBA77,77,897,16,7,0.407303,1.511100,0.0000,1.225194,8.620462,1.300000,70.037,0.000921,0.877889,0,0
CRCORD,CRCORD,CRCORD75,75,898,16,7,0.469716,1.677000,0.0000,1.036703,8.940594,1.100000,142.619,0.001876,0.877889,0,0
DGCOLT,DGCOLT,DGCOLT72,72,901,16,7,0.401937,1.100800,0.0000,2.733126,5.646865,2.900000,70.679,0.000930,0.877889,0,0
DGASPE,DGASPE,DGASPE76,76,904,16,7,0.309119,1.474600,0.0000,1.884914,5.991749,2.000000,242.111,0.003184,0.877889,0,0
DGMONA,DGMONA,DGMONA77,77,907,16,7,0.300958,1.708200,0.0000,1.602177,6.580858,1.700000,91.807,0.001208,0.877889,0,0
DGCHRG,DGCHRG,DGCHRG77,77,910,16,7,0.372272,1.684800,0.0000,1.225194,8.412541,1.300000,29.099,0.000383,0.877889,0,0
DGDIPL,DGDIPL,DGDIPL77,77,911,16,7,0.407303,1.511100,0.0000,1.413686,8.417492,1.500000,40.072,0.000527,0.877889,0,0
FDPINT,FDPINT,FDPINT76,76,912,18,7,0.384782,1.183000,0.0000,2.450389,5.113861,2.600000,220.775,0.002904,0.877889,0,0
FDMAVE,FDMAVE,FDMAVE77,77,915,18,7,0.332525,1.327700,0.0000,1.979160,5.602310,2.100000,167.841,0.002208,0.877889,0,0
FDMSTG,FDMSTG,FDMSTG77,77,917,18,7,0.338789,1.242500,0.0000,2.167652,6.108911,2.300000,170.659,0.002245,0.877889,0,0
FDGRNA,FDGRNA,FDGRNA77,77,919,18,7,0.302457,1.465200,0.0000,1.979160,6.795380,2.100000,355.186,0.004672,0.877889,0,0
FDLTD,FDLTD,FDLTD77,77,921,18,7,0.373247,1.808000,0.0000,1.225194,8.935644,1.300000,380.499,0.005005,0.877889,0,0
FDLTDI,FDLTDI,FDLTDI77,77,922,18,7,0.412398,1.716000,0.0000,1.319440,8.036304,1.400000,203.922,0.002682,0.877889,0,0
FDTHNB,FDTHNB,FDTHNB77,77,923,18,7,0.332736,1.706400,0.0000,1.413686,8.354785,1.500000,325.153,0.004277,0.877889,0,0
LCVERS,LCVERS,LCVERS77,77,924,18,7,0.270000,1.507500,1.0000,1.507932,18.976898,1.600000,13.49,0.000177,0.877889,0,0
LCCONT,LCCONT,LCCONT77,77,925,18,7,0.366803,1.864000,1.0000,1.225194,15.900990,1.300000,92.985,0.001223,0.877889,0,0
LCMARK,LCMARK,LCMARK77,77,926,18,7,0.384781,1.848000,1.0000,1.225194,18.805281,1.300000,74.807,0.000984,0.877889,0,0
MCBOBC,MCBOBC,MCBOBC76,76,927,18,7,0.375686,1.183000,0.0000,3.487092,5.673267,3.700000,35.481,0.000467,0.877889,0,0
MCCOME,MCCOME,MCCOME77,77,930,18,7,0.446982,1.398700,0.0000,1.602177,5.968647,1.700000,42.234,0.000555,0.877889,0,0
MCMONA,MCMONA,MCMONA77,77,932,18,7,0.302553,1.465200,0.0000,1.979160,6.854785,2.100000,10.682,0.000140,0.877889,0,0
MCCOUG,MCCOUG,MCCOUG77,77,934,18,7,0.333933,1.684800,0.0000,1.413686,7.973597,1.500000,182.986,0.002407,0.877889,0,0
MCMARQ,MCMARQ,MCMARQ73,73,935,18,7,0.399908,1.832000,0.0000,1.225194,9.069307,1.300000,140.61,0.001849,0.877889,0,0
ODSTRF,ODSTRF,ODSTRF77,77,936,19,7,0.314371,1.188000,0.0000,2.261897,6.273927,2.400000,19.12,0.000251,0.877889,0,0
ODOMEG,ODOMEG,ODOMEG73,73,939,19,7,0.332068,1.460000,0.0000,1.507932,6.265677,1.600000,51.724,0.000680,0.877889,0,0
ODCUTL,ODCUTL,ODCUTL75,75,941,19,7,0.290216,1.663200,0.0000,1.507932,7.239274,1.600000,527.939,0.006944,0.877889,0,0
ODDELT,ODDELT,ODDELT77,77,944,19,7,0.302419,1.678600,0.0000,1.602177,8.589109,1.700000,225.937,0.002972,0.877889,0,0
OD98,OD98,OD9877,77,947,19,7,0.446546,1.701700,0.0000,1.507932,11.198020,1.600000,123.466,0.001624,0.877889,0,0
ODTORN,ODTORN,ODTORN75,75,948,19,7,0.431593,1.824000,0.0000,1.225194,13.422442,1.300000,28.86,0.000380,0.877889,0,0
PLARRO,PLARRO,PLARRO76,76,949,16,7,0.393365,1.068800,0.0000,2.450389,5.575908,2.600000,47.345,0.000623,0.877889,0,0
PLVOLA,PLVOLA,PLVOLA76,76,951,16,7,0.309119,1.474600,0.0000,1.884914,5.971947,2.000000,304.305,0.004002,0.877889,0,0
PLFURY,PLFURY,PLFURY77,77,954,16,7,0.300958,1.708200,0.0000,1.602177,6.508251,1.700000,92.056,0.001211,0.877889,0,0
PLGRNF,PLGRNF,PLGRNF76,76,957,16,7,0.349819,1.784000,0.0000,1.225194,7.717822,1.300000,31.692,0.000417,0.877889,0,0
PTASTR,PTASTR,PTASTR77,77,958,19,7,0.338710,1.174800,0.0000,2.261897,5.453795,2.400000,28.693,0.000377,0.877889,0,0
PTSUNB,PTSUNB,PTSUNB77,77,959,19,7,0.326822,1.174800,0.0000,2.450389,6.037954,2.600000,61.79,0.000813,0.877889,0,0
PTPHOE,PTPHOE,PTPHOE77,77,961,19,7,0.320611,1.461600,0.0000,1.602177,6.801980,1.700000,72.52,0.000954,0.877889,0,0
PTLEMA,PTLEMA,PTLEMA72,72,966,19,7,0.288620,1.622400,0.0000,1.507932,6.755776,1.600000,73.061,0.000961,0.877889,0,0
PTFIRB,PTFIRB,PTFIRB72,72,969,19,7,0.321691,1.438100,0.0000,1.507932,7.046205,1.600000,137.807,0.001813,0.877889,0,0
PTGRNP,PTGRNP,PTGRNP77,77,975,19,7,0.354890,1.708200,0.0000,1.507932,8.448845,1.600000,235.833,0.003102,0.877889,0,0
ARSPOR,ARSPOR,ARSPOR77,77,1714,20,7,0.416357,1.107200,0.0000,1.790669,12.533003,1.900000,5.505,0.000072,0.877889,0,1
AD100L,AD100L,AD100L75,75,1715,7,7,0.369626,1.297200,0.0000,1.696423,11.798680,1.800000,7.682,0.000101,0.877889,0,1
ADFOX,ADFOX,ADFOX75,75,1716,7,7,0.378641,1.089900,0.0000,2.261897,9.156766,2.400000,23.281,0.000306,0.877889,0,1
BW320I,BW320I,BW320I77,77,1717,8,7,0.415094,1.139200,0.0000,1.884914,13.184818,2.000000,19.519,0.000257,0.877889,0,1
BW530I,BW530I,BW530I75,75,1718,8,7,0.511628,1.273000,0.0000,1.319440,20.618812,1.400000,7.239,0.000095,0.877889,0,1
CPSPOR,CPSPOR,CPSPOR77,77,1719,8,7,0.366096,1.172500,0.0000,1.696423,7.216172,1.800000,22.458,0.000295,0.877889,0,1
DTB210,DTB210,DTB21077,77,1721,2,7,0.416884,0.994300,0.0000,2.733126,5.872937,2.900000,173.281,0.002279,0.877889,1,0
DTHL71,DTHL71,DTHL7177,77,1722,2,7,0.399313,1.083600,0.0000,2.167652,6.929043,2.300000,24.192,0.000318,0.877889,1,0
DTF10S,DTF10S,DTF10S77,77,1723,2,7,0.383142,0.948000,0.0000,2.733126,6.021452,2.900000,37.772,0.000497,0.877889,1,0
DTG810,DTG810,DTG81077,77,1724,2,7,0.458540,1.189500,0.0000,1.602177,9.074257,1.700000,28.244,0.000371,0.877889,1,0
HDCIVI,HDCIVI,HDCIVI76,76,1725,3,7,0.322981,0.888000,0.0000,2.638880,4.585809,2.800000,147.648,0.001942,0.877889,1,0
HDACCO,HDACCO,HDACCO76,76,1728,3,7,0.348182,1.043200,0.0000,3.581337,6.839934,3.800000,75.985,0.000999,0.877889,1,0
FT128,FT128,FT12876,76,1729,17,7,0.321244,0.979600,0.0000,2.167652,5.679868,2.300000,16.732,0.000220,0.877889,0,1
FT131,FT131,FT13175,75,1731,17,7,0.362105,1.118000,0.0000,1.790669,7.531353,1.900000,22.836,0.000300,0.877889,0,1
FTSPID,FTSPID,FTSPID75,75,1732,17,7,0.394495,1.030400,0.0000,1.696423,10.090759,1.800000,12.935,0.000170,0.877889,0,1
MB230,MB230,MB23075,75,1736,9,7,0.384365,1.337000,0.0000,1.602177,21.260726,1.700000,4.173,0.000055,0.877889,0,1
MB240D,MB240D,MB240D74,74,1737,9,7,0.201299,1.337000,0.0000,2.356143,21.039604,2.500000,10.548,0.000139,0.877889,0,1
MB300D,MB300D,MB300D75,75,1738,9,7,0.227474,1.337000,1.0000,2.167652,27.376238,2.300000,11.619,0.000153,0.877889,0,1
MB280E,MB280E,MB280E77,77,1739,9,7,0.402349,1.356100,1.0000,1.319440,28.240924,1.400000,4.173,0.000055,0.877889,0,1
MB450S,MB450S,MB450S74,74,1740,9,7,0.458599,1.554000,1.0000,1.225194,41.651815,1.300000,6.586,0.000087,0.877889,0,1
PGSL50,PGSL50,PGSL5077,77,1742,14,7,0.291391,1.168200,0.0000,2.638880,12.145215,2.800000,3.428,0.000045,0.877889,0,1
PG504D,PG504D,PG504D77,77,1743,14,7,0.226837,1.207800,0.0000,2.638880,14.290429,2.800000,4.914,0.000065,0.877889,0,1
PSCOUP,PSCOUP,PSCOUP77,77,1744,12,7,0.405290,1.145700,0.0000,1.602177,15.503300,1.700000,13.67,0.000180,0.877889,0,1
PSCP91,PSCP91,PSCP9177,77,1745,12,7,0.678186,1.081600,0.0000,1.413686,24.744224,1.500000,5.709,0.000075,0.877889,0,1
RNLECA,RNLECA,RNLECA77,77,1746,24,7,0.337648,0.852000,0.0000,2.356143,5.519802,2.500000,10.208,0.000134,0.877889,0,1
RNGTL,RNGTL,RNGTL77,77,1747,24,7,0.338028,1.131000,0.0000,2.073406,7.343234,2.200000,1.55,0.000020,0.877889,0,1
SA99GL,SA99GL,SA99GL76,76,1748,11,7,0.393258,1.159100,0.0000,1.696423,11.382838,1.800000,1.841,0.000024,0.877889,0,1
SBDL,SBDL,SBDL74,74,1749,5,7,0.330049,0.948000,0.0000,2.638880,5.773927,2.800000,80.827,0.001063,0.877889,1,0
TYCORO,TYCORO,TYCORO77,77,1751,1,7,0.282238,1.023000,0.0000,3.392846,5.615512,3.600000,259.344,0.003411,0.877889,1,0
VWRABB,VWRABB,VWRABB77,77,1753,7,7,0.211454,0.998400,0.0000,3.675583,7.118812,3.900000,164.706,0.002166,0.877889,0,1
TYCORO,TYCORO,TYCORO77,77,1754,1,7,0.359848,1.107200,0.0000,1.979160,7.143564,2.100000,50.259,0.000661,0.877889,1,0
TYCELI,TYCELI,TYCELI71,71,1755,1,7,0.375494,1.113600,0.0000,1.979160,7.391089,2.100000,163.714,0.002153,0.877889,1,0
VWBEET,VWBEET,VWBEET74,74,1756,7,7,0.241470,0.976000,0.0000,2.167652,6.103960,2.300000,19.245,0.000253,0.877889,0,1
VWDASH,VWDASH,VWDASH74,74,1758,7,7,0.364486,1.107200,0.0000,2.261897,9.074257,2.400000,25.857,0.000340,0.877889,0,1
VWSCIR,VWSCIR,VWSCIR76,76,1759,7,7,0.376059,0.998400,0.0000,2.733126,8.737624,2.900000,24.786,0.000326,0.877889,0,1
VV244,VV244,VV24475,75,1760,6,7,0.343631,1.293100,0.0000,1.696423,11.377888,1.800000,11.268,0.000148,0.877889,0,1
VVGL26,VVGL26,VVGL2677,77,1761,6,7,0.388693,1.293100,0.0000,1.413686,16.245875,1.500000,9.428,0.000124,0.877889,0,1
AMGREM,AMGREM,AMGREM77,77,976,15,8,0.312989,1.202400,0.0000,2.140896,5.811350,2.200000,24.414,0.000316,0.877832,0,0
AMCONC,AMCONC,AMCONC78,78,978,15,8,0.290416,1.324800,0.0000,1.946269,5.903374,2.000000,116.043,0.001501,0.877832,0,0
AMPACE,AMPACE,AMPACE75,75,980,15,8,0.281514,1.332100,0.0000,1.751642,6.208589,1.800000,20.811,0.000269,0.877832,0,0
AMMATA,AMMATA,AMMATA78,78,984,15,8,0.322754,1.642500,0.0000,1.557015,7.437117,1.600000,9.471,0.000122,0.877832,0,0
BKSKYH,BKSKYH,BKSKYH75,75,986,19,8,0.392084,1.188000,0.0000,1.557015,6.358896,1.600000,22.221,0.000287,0.877832,0,0
BKSKYL,BKSKYL,BKSKYL75,75,987,19,8,0.324675,1.467300,0.0000,1.751642,6.319018,1.800000,97.915,0.001266,0.877832,0,0
BKCNTS,BKCNTS,BKCNTS78,78,989,19,8,0.348374,1.430800,0.0000,1.848955,6.932515,1.900000,323.356,0.004182,0.877832,0,0
BKLSAB,BKLSAB,BKLSAB76,76,994,19,8,0.305321,1.708200,0.0000,1.654328,8.490798,1.700000,190.414,0.002462,0.877832,0,0
BKELCT,BKELCT,BKELCT77,77,997,19,8,0.415550,1.739400,0.0000,1.459701,11.397239,1.500000,121.705,0.001574,0.877832,0,0
BKRIVE,BKRIVE,BKRIVE77,77,998,19,8,0.418806,1.708200,0.0000,1.459701,14.147239,1.500000,25.753,0.000333,0.877832,0,0
CDSEVI,CDSEVI,CDSEVI76,76,999,19,8,0.406796,1.468800,1.0000,1.362388,22.561350,1.400000,55.721,0.000721,0.877832,0,0
